RedFighter,BlueFighter,Date,RedHeight,RedWeight,RedReach,RedStance,RedDOB,RedSLpM,RedStr. Acc.,RedSApM,RedStr. Def.,RedTD Avg.,RedTD Acc.,RedTD Def.,RedSub. Avg.,RedWins,RedLosses,RedDraws,RedNoContests,BlueHeight,BlueWeight,BlueReach,BlueStance,BlueDOB,BlueSLpM,BlueStr. Acc.,BlueSApM,BlueStr. Def.,BlueTD Avg.,BlueTD Acc.,BlueTD Def.,BlueSub. Avg.,BlueWins,BlueLosses,BlueDraws,BlueNoContests,Result
Gaston Bolanos,Cortavious Romious,1731110400.0,67.0,135.0,69.0,Orthodox,716428800.0,3.74,50.0,2.57,52.0,0.78,100.0,42.0,0.0,8,4,0,0,64.0,135.0,68.0,Southpaw,757814400.0,2.1,37.0,3.02,39.0,1.97,66.0,70.0,1.0,9,3,0,0,W
Luana Pinheiro,Gillian Robertson,1731110400.0,62.0,115.0,62.0,Orthodox,722044800.0,3.42,40.0,4.03,61.0,1.8,33.0,69.0,0.2,11,4,0,0,65.0,115.0,63.0,Orthodox,800668800.0,2.89,48.0,2.95,56.0,2.68,39.0,41.0,1.0,15,8,0,0,L
Mansur Abdul-Malik,Dusko Todorovic,1731110400.0,74.0,185.0,79.0,Orthodox,876182400.0,6.61,54.0,4.21,53.0,0.0,0.0,75.0,0.0,7,0,0,0,73.0,185.0,74.0,Orthodox,769305600.0,5.35,57.0,4.8,46.0,0.92,12.0,45.0,0.0,12,5,0,0,W
Karolina Kowalkiewicz,Denise Gomes,1731110400.0,63.0,115.0,64.0,Orthodox,498182400.0,5.54,43.0,5.51,57.0,0.31,22.0,74.0,0.2,16,9,0,0,62.0,115.0,63.0,Orthodox,946512000.0,4.55,50.0,3.11,51.0,0.72,25.0,67.0,0.9,10,3,0,0,L
Elizeu Zaleski dos Santos,Zachary Scroggin,1731110400.0,71.0,170.0,73.0,Orthodox,534643200.0,4.33,41.0,3.41,56.0,0.7,20.0,68.0,0.5,25,8,1,0,75.0,170.0,74.0,Orthodox,826329600.0,2.4,37.0,8.8,68.0,0.0,0.0,0.0,0.0,7,1,0,0,W
Matthew Semelsberger,Charles Radtke,1731110400.0,73.0,170.0,75.0,Switch,722476800.0,3.77,42.0,4.24,54.0,1.01,57.0,45.0,0.4,11,8,0,0,69.0,170.0,72.0,Orthodox,647481600.0,3.38,53.0,3.03,56.0,0.59,12.0,100.0,0.0,10,4,0,0,L
Cody Stamann,Da'Mon Blackshear,1731110400.0,66.0,135.0,64.0,Orthodox,626572800.0,4.32,46.0,3.91,60.0,2.17,37.0,76.0,0.0,21,8,1,0,70.0,135.0,72.0,Switch,776649600.0,4.3,47.0,4.06,49.0,2.17,37.0,68.0,1.4,15,7,1,0,L
Tresean Gore,Antonio Trocoli,1731110400.0,72.0,185.0,75.0,Switch,772156800.0,3.0,54.0,5.88,47.0,3.46,75.0,83.0,1.7,6,2,0,0,78.0,185.0,79.0,Orthodox,660441600.0,1.29,50.0,5.79,23.0,0.84,11.0,50.0,0.8,12,5,0,1,W
Melissa Mullins,Klaudia Sygula,1731110400.0,67.0,135.0,68.0,Orthodox,680227200.0,3.43,56.0,3.26,49.0,1.53,37.0,85.0,0.0,7,1,0,0,68.0,135.0,69.0,Orthodox,914976000.0,1.89,37.0,6.0,36.0,0.0,0.0,33.0,0.0,6,2,0,0,W
Brandon Moreno,Amir Albazi,1730505600.0,67.0,125.0,70.0,Orthodox,755222400.0,3.99,43.0,3.53,60.0,1.59,46.0,64.0,0.4,22,8,2,0,65.0,125.0,68.0,Orthodox,751680000.0,2.72,34.0,3.71,61.0,1.39,32.0,50.0,0.5,17,2,0,0,W
Erin Blanchfield,Rose Namajunas,1730505600.0,64.0,125.0,66.0,Orthodox,925776000.0,5.24,44.0,4.21,59.0,1.86,31.0,80.0,0.8,13,2,0,0,65.0,125.0,65.0,Orthodox,709776000.0,3.71,42.0,3.48,63.0,1.46,50.0,61.0,0.4,14,7,0,0,W
Caio Machado,Brendson Ribeiro,1730505600.0,76.0,250.0,78.0,Southpaw,774662400.0,5.82,53.0,2.87,63.0,0.0,0.0,82.0,0.0,8,4,1,0,75.0,205.0,81.0,Orthodox,842140800.0,3.16,42.0,3.92,54.0,1.27,50.0,0.0,0.4,16,7,0,1,L
Ariane da Silva,Jasmine Jasudavicius,1730505600.0,66.0,125.0,67.0,Orthodox,759542400.0,4.04,41.0,3.87,53.0,0.52,55.0,68.0,0.3,17,10,0,0,67.0,125.0,68.0,Orthodox,604713600.0,3.71,45.0,3.67,51.0,2.55,44.0,75.0,0.5,13,3,0,0,L
Marc-Andre Barriault,Dustin Stoltzfus,1730505600.0,73.0,185.0,74.0,Orthodox,635299200.0,5.98,47.0,5.58,52.0,0.21,25.0,67.0,0.1,16,9,0,1,72.0,185.0,75.0,Orthodox,690163200.0,3.47,44.0,3.29,46.0,2.31,41.0,46.0,1.1,16,6,0,0,L
Mike Malott,Trevin Giles,1730505600.0,73.0,170.0,73.0,Orthodox,689472000.0,3.85,46.0,3.06,53.0,2.27,56.0,16.0,0.8,11,2,1,0,72.0,170.0,74.0,Orthodox,713059200.0,3.17,54.0,2.39,58.0,1.07,50.0,72.0,0.3,16,7,0,0,W
Aiemann Zahabi,Pedro Munhoz,1730505600.0,68.0,135.0,68.0,Orthodox,564278400.0,4.06,46.0,4.06,71.0,0.16,14.0,83.0,0.0,12,2,0,0,66.0,135.0,65.0,Orthodox,526435200.0,5.38,41.0,6.29,55.0,0.48,16.0,82.0,0.5,20,10,0,2,W
Charles Jourdain,Victor Henry,1730505600.0,69.0,135.0,69.0,Switch,817430400.0,5.43,48.0,4.27,56.0,0.34,21.0,47.0,0.6,16,8,1,0,67.0,135.0,68.0,Switch,547084800.0,7.66,53.0,5.48,47.0,0.84,36.0,84.0,0.4,24,7,0,1,W
Jack Shore,Youssef Zalal,1730505600.0,68.0,145.0,71.0,Orthodox,792028800.0,3.6,58.0,2.31,56.0,3.22,39.0,74.0,0.6,17,3,0,0,70.0,145.0,72.0,Switch,841795200.0,2.84,49.0,1.71,65.0,2.34,35.0,59.0,1.5,16,5,1,0,L
Alexandr Romanov,Rodrigo Nascimento,1730505600.0,74.0,262.0,75.0,Southpaw,660873600.0,3.78,51.0,2.13,54.0,4.49,55.0,28.0,0.9,18,3,0,0,74.0,246.0,80.0,Orthodox,722736000.0,3.71,47.0,4.34,44.0,1.02,37.0,60.0,0.5,11,3,0,1,W
Serhiy Sidey,Garrett Armfield,1730505600.0,71.0,135.0,72.0,Switch,836438400.0,4.87,39.0,4.44,53.0,0.0,0.0,20.0,1.4,11,2,0,0,66.0,135.0,70.0,Orthodox,844819200.0,5.35,53.0,3.64,56.0,1.1,50.0,64.0,0.6,10,5,0,0,W
Chad Anheliger,Cody Gibson,1730505600.0,66.0,135.0,64.0,Orthodox,533779200.0,3.11,46.0,2.76,53.0,0.68,30.0,38.0,0.5,13,8,0,0,70.0,135.0,71.0,Orthodox,558316800.0,3.47,44.0,3.36,57.0,2.18,40.0,68.0,0.7,22,10,0,0,L
Jamey-Lyn Horth,Ivana Petrovic,1730505600.0,67.0,125.0,66.0,Orthodox,638755200.0,2.72,51.0,2.58,60.0,1.0,36.0,72.0,0.2,7,2,0,0,68.0,125.0,70.0,Southpaw,771292800.0,2.0,39.0,2.27,55.0,2.53,43.0,55.0,1.1,7,2,0,0,W
Ilia Topuria,Max Holloway,1729900800.0,67.0,145.0,69.0,Orthodox,853804800.0,4.69,47.0,3.84,64.0,2.02,61.0,92.0,1.1,16,0,0,0,71.0,145.0,69.0,Orthodox,691804800.0,7.16,47.0,4.76,59.0,0.25,53.0,83.0,0.3,26,8,0,0,W
Robert Whittaker,Khamzat Chimaev,1729900800.0,72.0,185.0,73.0,Orthodox,661651200.0,4.54,43.0,3.41,59.0,0.8,38.0,81.0,0.0,27,8,0,0,74.0,185.0,75.0,Orthodox,767750400.0,5.36,58.0,3.25,41.0,4.31,46.0,100.0,2.8,14,0,0,0,L
Magomed Ankalaev,Aleksandar Rakic,1729900800.0,75.0,205.0,75.0,Orthodox,707443200.0,3.64,52.0,2.37,58.0,0.92,31.0,86.0,0.0,20,1,1,1,76.0,205.0,78.0,Orthodox,697334400.0,4.16,50.0,2.91,51.0,0.66,23.0,85.0,0.1,14,5,0,0,W
Lerone Murphy,Dan Ige,1729900800.0,69.0,145.0,73.0,Orthodox,680140800.0,4.8,54.0,2.67,60.0,1.78,54.0,48.0,0.6,15,0,1,0,67.0,145.0,71.0,Orthodox,681436800.0,3.66,45.0,3.5,56.0,0.99,26.0,57.0,0.2,18,9,0,0,W
Shara Magomedov,Armen Petrosyan,1729900800.0,74.0,185.0,73.0,Orthodox,769046400.0,5.87,62.0,4.13,42.0,0.0,0.0,72.0,0.0,15,1,0,0,75.0,185.0,71.0,Orthodox,657590400.0,5.95,52.0,3.36,53.0,0.19,33.0,31.0,0.0,9,4,0,0,W
Ibo Aslan,Rafael Cerqueira,1729900800.0,75.0,205.0,77.0,Orthodox,830217600.0,8.34,50.0,4.34,64.0,0.0,0.0,100.0,0.0,14,1,0,0,75.0,205.0,76.0,Southpaw,637459200.0,1.18,100.0,32.94,22.0,0.0,0.0,0.0,0.0,11,1,0,0,W
Geoff Neal,Rafael Dos Anjos,1729900800.0,71.0,170.0,75.0,Southpaw,651801600.0,5.05,51.0,5.44,57.0,0.56,50.0,87.0,0.1,16,6,0,0,68.0,170.0,70.0,Southpaw,467596800.0,3.48,47.0,3.23,60.0,1.95,35.0,54.0,0.6,32,17,0,0,W
Mateusz Rebecki,Myktybek Orolbai,1729900800.0,67.0,155.0,66.0,Southpaw,720748800.0,4.7,48.0,4.13,54.0,3.84,75.0,45.0,0.8,20,2,0,0,70.0,155.0,74.0,Orthodox,887068800.0,3.42,48.0,3.39,49.0,5.36,43.0,40.0,0.4,13,2,1,0,W
Abus Magomedov,Brunno Ferreira,1729900800.0,74.0,185.0,78.0,Orthodox,652233600.0,2.65,44.0,3.35,55.0,3.12,64.0,100.0,0.3,27,6,1,0,70.0,185.0,72.0,Orthodox,720835200.0,3.76,50.0,3.12,52.0,0.5,16.0,53.0,0.5,12,2,0,0,W
Kennedy Nzechukwu,Chris Barnett,1729900800.0,77.0,205.0,83.0,Southpaw,708393600.0,5.37,46.0,4.89,51.0,0.56,45.0,81.0,0.2,14,5,0,0,69.0,265.0,75.0,Orthodox,519091200.0,4.21,47.0,6.53,39.0,0.0,0.0,33.0,0.0,23,9,0,0,W
Farid Basharat,Victor Hugo,1729900800.0,68.0,135.0,71.0,Orthodox,870480000.0,4.36,55.0,2.57,59.0,3.97,44.0,80.0,0.5,13,0,0,0,67.0,135.0,71.0,Orthodox,722390400.0,3.27,44.0,2.95,56.0,0.81,33.0,73.0,1.2,25,5,0,0,W
Ismail Naurdiev,Bruno Silva,1729900800.0,70.0,185.0,74.0,Orthodox,840326400.0,3.41,53.0,1.52,66.0,1.6,40.0,72.0,0.2,24,7,0,0,64.0,125.0,65.0,Orthodox,637545600.0,3.54,49.0,4.08,52.0,1.92,25.0,60.0,0.2,14,6,2,1,W
Rinat Fakhretdinov,Carlos Leal,1729900800.0,72.0,170.0,74.0,Orthodox,686016000.0,4.78,52.0,3.58,53.0,3.95,34.0,91.0,0.2,23,1,1,0,71.0,170.0,74.0,Orthodox,768009600.0,7.13,43.0,7.27,50.0,1.0,25.0,89.0,0.0,21,6,0,0,W
Anthony Hernandez,Michel Pereira,1729296000.0,72.0,185.0,75.0,Orthodox,750902400.0,4.9,63.0,2.88,46.0,6.64,44.0,65.0,2.3,13,2,0,1,73.0,185.0,73.0,Orthodox,749865600.0,4.46,53.0,4.23,52.0,1.27,52.0,76.0,0.8,31,12,0,2,W
Rob Font,Kyler Phillips,1729296000.0,68.0,135.0,71.0,Orthodox,551577600.0,5.44,45.0,3.58,57.0,0.84,34.0,44.0,0.3,21,8,0,0,68.0,135.0,72.0,Orthodox,802915200.0,5.28,44.0,3.47,60.0,2.63,51.0,75.0,0.4,12,3,0,0,W
Charles Johnson,Sumudaerji,1729296000.0,69.0,125.0,70.0,Switch,663465600.0,4.77,50.0,3.62,57.0,0.56,23.0,67.0,0.4,17,6,0,0,68.0,125.0,72.0,Southpaw,822096000.0,4.72,53.0,3.09,60.0,0.23,25.0,66.0,0.9,16,7,0,0,W
Jake Hadley,Cameron Smotherman,1729296000.0,67.0,135.0,70.0,Southpaw,839030400.0,3.8,43.0,4.16,61.0,0.33,11.0,54.0,1.1,11,4,0,0,69.0,135.0,69.0,Orthodox,874454400.0,6.25,37.0,4.56,60.0,0.0,0.0,50.0,0.0,12,4,0,0,L
Darren Elkins,Daniel Pineda,1729296000.0,70.0,145.0,71.0,Orthodox,453513600.0,3.4,38.0,3.22,51.0,2.86,34.0,56.0,1.1,29,11,0,0,67.0,145.0,69.0,Orthodox,492134400.0,2.85,49.0,3.26,45.0,1.42,24.0,54.0,1.5,28,17,0,3,W
Matheus Nicolau,Asu Almabayev,1729296000.0,66.0,125.0,66.0,Orthodox,726278400.0,3.31,51.0,2.98,65.0,1.22,43.0,90.0,0.8,19,6,1,0,64.0,125.0,65.0,Orthodox,759456000.0,2.11,56.0,1.02,59.0,5.08,50.0,50.0,1.7,21,2,0,0,L
Brad Katona,Jean Matsumoto,1729296000.0,66.0,135.0,64.0,Orthodox,693100800.0,4.84,52.0,4.73,50.0,1.88,34.0,61.0,0.0,16,4,0,0,66.0,135.0,68.0,Orthodox,936835200.0,5.2,40.0,5.05,46.0,1.13,27.0,57.0,0.4,16,0,0,0,L
Joselyne Edwards,Tamires Vidal,1729296000.0,68.0,135.0,70.0,Orthodox,812332800.0,4.48,52.0,3.19,49.0,1.23,39.0,61.0,0.6,14,6,0,0,66.0,135.0,68.0,Orthodox,901497600.0,2.91,53.0,4.46,49.0,0.0,0.0,35.0,0.7,7,4,0,0,W
Jessica Penne,Elise Reed,1729296000.0,65.0,115.0,67.0,Orthodox,412732800.0,2.63,33.0,5.05,45.0,1.29,18.0,36.0,0.5,14,9,0,0,63.0,115.0,63.0,Orthodox,723513600.0,3.5,53.0,3.15,53.0,0.49,60.0,56.0,0.0,8,4,0,0,L
Melissa Martinez,Alice Ardelean,1729296000.0,62.0,115.0,66.0,Southpaw,871862400.0,3.9,52.0,4.33,55.0,0.5,50.0,25.0,0.0,8,1,0,0,63.0,115.0,62.0,Orthodox,703641600.0,4.97,45.0,4.97,52.0,1.0,40.0,100.0,0.0,9,7,0,0,W
Austen Lane,Robelis Despaigne,1729296000.0,78.0,245.0,80.0,Orthodox,563414400.0,2.47,50.0,2.44,40.0,2.03,30.0,0.0,0.0,13,5,0,1,79.0,265.0,84.0,Orthodox,589766400.0,2.11,59.0,2.54,46.0,0.0,0.0,50.0,0.0,5,2,0,0,W
Brandon Royval,Tatsuro Taira,1728691200.0,69.0,125.0,68.0,Southpaw,713923200.0,4.46,39.0,3.06,47.0,0.75,75.0,45.0,1.2,17,7,0,0,67.0,125.0,70.0,Orthodox,948931200.0,2.99,60.0,2.69,46.0,2.73,44.0,45.0,1.6,16,1,0,0,W
Brad Tavares,JunYong Park,1728691200.0,73.0,185.0,74.0,Orthodox,567043200.0,3.43,43.0,3.31,55.0,0.74,26.0,80.0,0.0,20,11,0,0,70.0,185.0,73.0,Orthodox,667612800.0,4.77,51.0,3.42,54.0,1.85,47.0,57.0,0.9,18,6,0,0,L
Chidi Njokuani,Jared Gooden,1728691200.0,75.0,170.0,80.0,Orthodox,599529600.0,4.59,63.0,2.67,56.0,0.0,0.0,74.0,0.2,24,10,0,1,72.0,170.0,77.0,Orthodox,755049600.0,4.4,48.0,6.74,45.0,0.91,45.0,65.0,0.4,23,10,0,0,W
Grant Dawson,Rafa Garcia,1728691200.0,70.0,155.0,72.0,Switch,761702400.0,3.2,52.0,2.11,44.0,3.87,40.0,57.0,1.1,23,2,1,0,67.0,155.0,70.0,Orthodox,776044800.0,3.97,42.0,4.36,61.0,3.38,44.0,75.0,0.3,16,4,0,0,W
Daniel Rodriguez,Alex Morono,1728691200.0,73.0,170.0,74.0,Southpaw,536371200.0,7.5,49.0,5.47,58.0,0.59,54.0,57.0,0.1,18,5,0,0,71.0,170.0,72.0,Orthodox,650764800.0,4.96,40.0,4.56,57.0,0.34,25.0,47.0,0.3,24,11,0,1,W
CJ Vergara,Ramazan Temirov,1728691200.0,66.0,125.0,68.0,Orthodox,677203200.0,5.1,56.0,4.74,53.0,0.0,0.0,60.0,0.2,12,6,1,0,64.0,125.0,63.0,Orthodox,854668800.0,8.12,41.0,1.41,75.0,0.0,0.0,0.0,0.0,18,2,0,0,L
Jonathan Pearce,Pat Sabatini,1728691200.0,72.0,145.0,71.0,Switch,704678400.0,5.12,54.0,3.32,54.0,5.02,50.0,55.0,0.8,14,7,0,0,68.0,145.0,70.0,Orthodox,658108800.0,1.94,59.0,1.47,48.0,3.97,44.0,50.0,2.0,19,5,0,0,L
Themba Gorimbo,Niko Price,1728691200.0,73.0,170.0,77.0,Orthodox,664588800.0,3.15,61.0,1.09,56.0,4.81,65.0,82.0,0.6,14,5,0,0,72.0,170.0,76.0,Orthodox,623030400.0,5.21,42.0,5.58,48.0,1.04,29.0,52.0,0.7,16,8,0,2,W
Junior Tafa,Sean Sharaf,1728691200.0,75.0,240.0,75.0,Orthodox,843264000.0,3.36,49.0,2.84,51.0,0.0,0.0,77.0,0.0,6,3,0,0,75.0,252.0,77.0,Orthodox,742348800.0,7.31,44.0,9.79,44.0,2.07,12.0,0.0,0.0,4,1,0,0,W
Julia Polastri,Cory McKenna,1728691200.0,62.0,115.0,63.0,Orthodox,889056000.0,5.57,54.0,5.31,58.0,1.11,80.0,61.0,0.6,13,4,0,0,63.0,115.0,58.0,Orthodox,931651200.0,2.94,38.0,3.68,46.0,2.0,47.0,75.0,0.4,8,4,0,0,W
Dan Argueta,Cody Haddon,1728691200.0,67.0,135.0,68.0,Southpaw,745200000.0,2.48,43.0,3.44,50.0,4.36,35.0,55.0,1.4,9,3,0,2,67.0,135.0,69.0,Orthodox,905212800.0,9.2,51.0,3.47,64.0,2.48,37.0,83.0,0.8,8,1,0,0,L
Clayton Carpenter,Lucas Rocha,1728691200.0,66.0,125.0,66.0,Orthodox,834278400.0,3.91,55.0,2.75,55.0,2.23,46.0,42.0,1.5,8,1,0,0,63.0,125.0,64.0,Orthodox,966038400.0,2.0,44.0,4.48,39.0,0.0,0.0,61.0,0.0,17,2,0,0,W
Alex Pereira,Khalil Rountree Jr.,1728086400.0,76.0,205.0,79.0,Orthodox,552614400.0,5.46,63.0,3.44,55.0,0.14,100.0,70.0,0.3,12,2,0,0,73.0,205.0,76.0,Southpaw,635990400.0,3.73,38.0,4.51,48.0,0.0,0.0,58.0,0.1,14,6,0,1,W
Raquel Pennington,Julianna Pena,1728086400.0,67.0,135.0,67.0,Orthodox,589420800.0,4.1,49.0,3.32,61.0,0.83,27.0,62.0,0.6,16,10,0,0,66.0,135.0,69.0,Orthodox,619488000.0,3.25,44.0,2.53,57.0,1.81,56.0,23.0,0.8,13,5,0,0,L
Jose Aldo,Mario Bautista,1728086400.0,67.0,135.0,70.0,Orthodox,526608000.0,3.62,46.0,3.72,60.0,0.49,53.0,92.0,0.1,32,9,0,0,69.0,135.0,69.0,Switch,741484800.0,5.33,47.0,3.91,54.0,1.92,33.0,66.0,0.9,15,2,0,0,L
Roman Dolidze,Kevin Holland,1728086400.0,74.0,185.0,76.0,Orthodox,584928000.0,3.16,42.0,3.38,50.0,1.33,42.0,33.0,1.1,14,3,0,0,75.0,185.0,81.0,Orthodox,720921600.0,4.22,49.0,3.22,50.0,0.82,38.0,53.0,0.6,26,13,0,1,W
Ketlen Vieira,Kayla Harrison,1728086400.0,68.0,135.0,68.0,Orthodox,683164800.0,2.92,41.0,3.9,51.0,1.39,44.0,88.0,0.6,14,4,0,0,68.0,135.0,66.0,Southpaw,646876800.0,4.87,64.0,1.19,64.0,2.75,30.0,100.0,0.7,18,1,0,0,L
Stephen Thompson,Joaquin Buckley,1728086400.0,72.0,170.0,75.0,Orthodox,413769600.0,4.11,46.0,3.02,55.0,0.25,41.0,63.0,0.0,17,8,1,0,70.0,170.0,76.0,Southpaw,767404800.0,4.22,37.0,3.13,59.0,1.78,45.0,73.0,0.1,21,6,0,0,L
Marina Rodriguez,Iasmin Lucindo,1728086400.0,66.0,115.0,65.0,Orthodox,546652800.0,4.64,46.0,3.04,55.0,0.28,50.0,62.0,0.2,17,5,2,0,63.0,115.0,66.0,Orthodox,1010448000.0,3.52,45.0,2.91,66.0,2.4,57.0,66.0,0.2,17,5,0,0,L
Austin Hubbard,Alexander Hernandez,1728086400.0,70.0,155.0,71.0,Orthodox,693360000.0,4.12,43.0,3.92,57.0,1.54,34.0,67.0,0.0,17,8,0,0,69.0,155.0,72.0,Orthodox,717897600.0,4.43,41.0,4.61,57.0,0.95,29.0,71.0,0.1,15,8,0,0,L
Cesar Almeida,Ihor Potieria,1728086400.0,73.0,185.0,74.0,Orthodox,575510400.0,4.16,58.0,2.32,48.0,0.0,0.0,60.0,0.3,7,1,0,0,75.0,185.0,75.0,Southpaw,833328000.0,4.44,50.0,4.96,50.0,0.73,18.0,66.0,0.0,20,8,0,0,W
Ryan Spann,Ovince Saint Preux,1728086400.0,77.0,205.0,79.0,Orthodox,682992000.0,3.3,40.0,3.9,43.0,1.32,35.0,50.0,1.7,22,10,0,0,75.0,205.0,80.0,Southpaw,418608000.0,3.03,47.0,3.33,47.0,1.09,36.0,67.0,0.5,27,18,0,0,W
Carla Esparza,Tecia Pennington,1728086400.0,61.0,115.0,63.0,Orthodox,560822400.0,2.19,39.0,2.87,54.0,3.28,36.0,47.0,0.3,20,8,0,0,61.0,115.0,60.0,Orthodox,619228800.0,4.82,47.0,3.53,61.0,0.57,14.0,63.0,0.1,14,7,0,0,L
Court McGee,Tim Means,1728086400.0,71.0,170.0,75.0,Orthodox,471657600.0,4.6,37.0,3.59,61.0,1.87,25.0,69.0,0.5,23,13,0,0,74.0,170.0,75.0,Orthodox,446083200.0,5.04,49.0,3.65,60.0,1.14,40.0,64.0,0.2,33,17,1,1,W
Renato Moicano,Benoit Saint Denis,1727481600.0,71.0,155.0,72.0,Orthodox,611712000.0,4.36,48.0,3.55,60.0,1.82,44.0,71.0,0.6,20,6,1,0,71.0,155.0,73.0,Southpaw,819244800.0,5.17,53.0,4.98,41.0,3.97,37.0,68.0,1.2,13,3,0,1,W
Nassourdine Imavov,Brendan Allen,1727481600.0,75.0,185.0,75.0,Orthodox,794016000.0,4.45,55.0,3.26,58.0,0.85,32.0,78.0,1.1,16,4,0,1,74.0,185.0,75.0,Orthodox,820108800.0,3.79,53.0,3.83,46.0,1.67,39.0,58.0,1.3,24,6,0,0,W
William Gomis,Joanderson Brito,1727481600.0,72.0,145.0,73.0,Southpaw,866160000.0,2.69,50.0,1.6,71.0,0.78,37.0,70.0,0.5,14,2,0,0,68.0,145.0,72.0,Orthodox,792460800.0,3.02,50.0,2.7,44.0,3.08,68.0,72.0,0.9,17,4,1,0,W
Kevin Jousset,Bryan Battle,1727481600.0,74.0,170.0,75.0,Orthodox,736300800.0,7.73,56.0,6.92,48.0,1.05,40.0,100.0,0.5,10,3,0,0,73.0,170.0,77.0,Orthodox,780105600.0,5.12,52.0,4.11,44.0,0.77,17.0,53.0,0.4,13,2,0,1,L
Morgan Charriere,Gabriel Miranda,1727481600.0,68.0,145.0,69.0,Orthodox,814665600.0,3.87,51.0,3.74,57.0,2.47,57.0,83.0,0.6,20,10,1,0,71.0,145.0,71.0,Orthodox,638323200.0,2.82,40.0,5.3,37.0,3.85,33.0,0.0,1.3,17,7,0,0,W
Fares Ziam,Matt Frevola,1727481600.0,73.0,155.0,75.0,Orthodox,858902400.0,2.85,51.0,1.62,64.0,1.62,40.0,70.0,0.2,17,4,0,0,69.0,155.0,71.0,Orthodox,645062400.0,3.37,40.0,3.69,57.0,2.39,39.0,36.0,1.0,11,5,1,0,W
Ion Cutelaba,Ivan Erslan,1727481600.0,73.0,205.0,75.0,Southpaw,755827200.0,4.29,43.0,3.34,46.0,4.04,52.0,75.0,0.0,18,10,1,1,74.0,205.0,72.0,Orthodox,690163200.0,2.6,56.0,3.0,62.0,1.0,50.0,75.0,0.0,14,4,0,1,W
Oumar Sy,Da Woon Jung,1727481600.0,76.0,205.0,83.0,Orthodox,816912000.0,4.81,59.0,1.71,73.0,3.21,40.0,100.0,0.8,11,0,0,0,76.0,205.0,78.0,Orthodox,755222400.0,3.24,40.0,4.23,49.0,1.59,47.0,75.0,0.2,15,6,1,0,W
Ludovit Klein,Roosevelt Roberts,1727481600.0,67.0,155.0,72.0,Southpaw,793411200.0,3.81,54.0,3.22,54.0,1.7,51.0,91.0,0.0,23,4,1,0,74.0,155.0,73.0,Orthodox,760924800.0,2.84,43.0,3.1,52.0,1.18,26.0,50.0,0.7,12,6,0,1,W
Taylor Lapilus,Vince Morales,1727481600.0,66.0,135.0,73.0,Southpaw,702691200.0,4.59,48.0,2.61,62.0,0.27,33.0,77.0,0.3,21,4,0,0,67.0,135.0,70.0,Orthodox,658368000.0,3.98,36.0,4.48,53.0,0.36,30.0,65.0,0.0,16,8,0,0,W
Ailin Perez,Daria Zhelezniakova,1727481600.0,65.0,135.0,66.0,Switch,781315200.0,3.1,54.0,1.79,55.0,4.68,46.0,66.0,0.2,12,2,0,0,69.0,135.0,68.0,Orthodox,822355200.0,3.29,38.0,1.7,79.0,0.8,100.0,50.0,0.0,9,2,0,0,W
Daniel Barez,Victor Altamirano,1727481600.0,66.0,125.0,66.0,Orthodox,597715200.0,4.1,52.0,5.05,57.0,2.24,31.0,92.0,0.9,17,6,0,0,68.0,125.0,70.0,Switch,664588800.0,4.58,53.0,3.82,53.0,2.88,38.0,63.0,0.0,12,5,0,0,W
Nora Cornolle,Jacqueline Cavalcanti,1727481600.0,67.0,135.0,67.0,Orthodox,628905600.0,3.41,53.0,2.18,62.0,0.39,11.0,50.0,0.0,8,2,0,0,68.0,135.0,70.0,Orthodox,872812800.0,6.02,49.0,3.22,72.0,0.0,0.0,90.0,0.0,8,1,0,0,L
Bolaji Oki,Chris Duncan,1727481600.0,70.0,155.0,73.0,Orthodox,816393600.0,5.63,45.0,2.58,63.0,2.11,75.0,85.0,0.0,9,2,0,0,70.0,155.0,71.0,Orthodox,736992000.0,4.7,46.0,4.0,48.0,3.53,37.0,33.0,0.3,12,2,0,0,L
Sean O'Malley,Merab Dvalishvili,1726272000.0,71.0,135.0,72.0,Switch,782956800.0,6.7,61.0,3.48,60.0,0.29,42.0,61.0,0.3,18,2,0,1,66.0,135.0,68.0,Orthodox,663465600.0,4.36,42.0,2.51,56.0,5.89,35.0,82.0,0.3,19,4,0,0,L
Alexa Grasso,Valentina Shevchenko,1726272000.0,65.0,125.0,66.0,Orthodox,744854400.0,4.19,41.0,3.69,58.0,0.44,40.0,54.0,0.7,16,4,1,0,65.0,125.0,66.0,Southpaw,573696000.0,3.16,52.0,2.0,64.0,2.74,64.0,71.0,0.3,24,4,1,0,L
Brian Ortega,Diego Lopes,1726272000.0,68.0,145.0,69.0,Switch,667094400.0,4.08,37.0,6.59,49.0,1.07,26.0,55.0,1.1,16,4,0,1,71.0,145.0,72.0,Orthodox,788745600.0,4.2,53.0,4.11,50.0,0.5,40.0,52.0,2.8,26,6,0,0,L
Daniel Zellhuber,Esteban Ribovics,1726272000.0,73.0,155.0,77.0,Switch,931305600.0,6.26,40.0,6.02,55.0,0.18,25.0,94.0,0.2,15,2,0,0,70.0,155.0,69.0,Orthodox,830563200.0,7.53,48.0,4.95,57.0,0.64,66.0,61.0,0.3,14,1,0,0,L
