Name,Height,Weight,Reach,Stance,DOB,SLpM,Str. Acc.,SApM,Str. Def.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,Wins,Losses,Draws,NoContests
Karl Roberson,73.0,205.0,74.0,Southpaw,654998400.0,2.57,51.0,2.42,57.0,0.72,40.0,40.0,0.5,9,6,0,0
Andre Roberts,74.0,345.0,,Orthodox,-153100800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2,1,0
David Roberts,73.0,170.0,,Orthodox,185241600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,0,0
Ryan Roberts,66.0,155.0,,Orthodox,269395200.0,0.0,0.0,22.5,45.0,0.0,0.0,0.0,0.0,21,12,1,1
Daniel Roberts,70.0,170.0,74.0,Southpaw,334281600.0,0.73,20.0,2.27,46.0,2.46,44.0,40.0,2.5,15,7,0,0
Buddy Roberts,74.0,185.0,,Orthodox,403660800.0,2.17,34.0,2.08,70.0,0.0,0.0,76.0,0.7,12,3,0,0
Danny Roberts,73.0,170.0,74.0,Southpaw,553219200.0,3.18,39.0,3.73,50.0,0.24,9.0,57.0,0.2,18,8,0,0
Roosevelt Roberts,74.0,155.0,73.0,Orthodox,760924800.0,2.84,43.0,3.1,52.0,1.18,26.0,50.0,0.7,12,6,0,1
Kenny Robertson,70.0,170.0,74.0,Orthodox,445564800.0,3.72,47.0,3.02,52.0,1.37,26.0,57.0,0.8,15,5,0,0
Gillian Robertson,65.0,115.0,63.0,Orthodox,800668800.0,2.89,48.0,2.95,56.0,2.68,39.0,41.0,1.0,15,8,0,0
Colin Robinson,76.0,243.0,,Orthodox,-34560000.0,6.19,69.0,7.91,37.0,2.58,100.0,50.0,5.2,10,12,0,0
Alvin Robinson,69.0,155.0,68.0,Southpaw,395625600.0,1.57,50.0,1.29,51.0,1.24,50.0,25.0,1.2,15,9,0,0
Vagner Rocha,70.0,155.0,73.0,Orthodox,392169600.0,2.64,42.0,4.5,48.0,1.4,33.0,50.0,1.9,14,4,0,0
Carlos Eduardo Rocha,70.0,170.0,73.0,Orthodox,363744000.0,1.24,34.0,1.85,55.0,0.0,0.0,52.0,1.4,9,4,0,0
Lucas Rocha,63.0,125.0,64.0,Orthodox,966038400.0,2.0,44.0,4.48,39.0,0.0,0.0,61.0,0.0,17,2,0,0
Luke Rockhold,75.0,185.0,77.0,Southpaw,466819200.0,4.1,49.0,2.68,53.0,0.7,29.0,65.0,1.0,16,6,0,0
Gregory Rodrigues,75.0,185.0,75.0,Orthodox,698284800.0,5.52,56.0,4.69,51.0,2.74,41.0,100.0,0.4,16,5,0,0
Kleydson Rodrigues,65.0,135.0,67.0,Orthodox,814320000.0,4.58,57.0,2.29,53.0,0.6,22.0,53.0,0.6,8,4,0,0
Ricco Rodriguez,76.0,265.0,,Orthodox,240796800.0,1.85,51.0,1.15,61.0,2.3,39.0,40.0,1.0,53,25,0,1
Manuel Rodriguez,69.0,170.0,,Orthodox,483235200.0,0.81,33.0,3.23,38.0,9.09,75.0,0.0,0.0,11,5,0,0
Yair Rodriguez,71.0,145.0,71.0,Orthodox,718329600.0,4.65,46.0,3.99,52.0,0.69,27.0,58.0,0.7,16,5,0,1
Mike Rodriguez,76.0,205.0,82.0,Southpaw,596678400.0,4.35,53.0,4.24,41.0,0.0,0.0,37.0,0.0,11,7,0,1
Marina Rodriguez,66.0,115.0,65.0,Orthodox,546652800.0,4.64,46.0,3.04,55.0,0.28,50.0,62.0,0.2,17,5,2,0
Daniel Rodriguez,73.0,170.0,74.0,Southpaw,536371200.0,7.5,49.0,5.47,58.0,0.59,54.0,57.0,0.1,18,5,0,0
Ray Rodriguez,67.0,135.0,70.0,Orthodox,566092800.0,0.9,27.0,3.89,40.0,1.42,50.0,44.0,0.0,16,8,0,0
Ronaldo Rodriguez,66.0,125.0,65.0,Orthodox,926035200.0,2.13,44.0,3.15,46.0,1.13,50.0,64.0,1.1,17,2,0,0
Drako Rodriguez,68.0,135.0,69.0,Orthodox,834883200.0,3.37,36.0,4.4,58.0,2.93,66.0,75.0,0.7,7,3,0,0
Victor Rodriguez,65.0,125.0,67.0,Switch,715651200.0,1.59,37.0,6.11,50.0,0.0,0.0,0.0,0.0,7,4,0,0
Piera Rodriguez,63.0,115.0,63.0,Orthodox,721440000.0,3.4,48.0,2.63,57.0,4.06,51.0,66.0,0.0,10,2,0,0
Christian Rodriguez,67.0,145.0,71.0,Orthodox,882316800.0,3.54,48.0,2.41,57.0,1.21,53.0,69.0,1.2,12,2,0,0
Pete Rodriguez,69.0,170.0,71.0,Switch,847843200.0,9.28,43.0,12.83,42.0,0.0,0.0,100.0,0.0,5,2,0,0
Nick Roehrick,74.0,205.0,,Orthodox,552528000.0,2.31,17.0,6.92,44.0,0.0,0.0,0.0,0.0,7,1,0,0
Marcos Rogerio de Lima,73.0,253.0,75.0,Orthodox,488505600.0,3.7,57.0,2.9,51.0,1.4,45.0,59.0,0.5,22,10,1,0
Max Rohskopf,73.0,155.0,71.0,Orthodox,780624000.0,1.7,31.0,5.8,42.0,3.0,33.0,0.0,1.5,5,1,0,0
Marcelo Rojo,68.0,145.0,71.0,Orthodox,583804800.0,4.92,39.0,6.42,55.0,0.46,50.0,66.0,0.0,16,10,0,0
Shane Roller,70.0,155.0,72.0,Orthodox,300758400.0,2.04,34.0,2.65,60.0,2.46,33.0,42.0,1.9,11,7,0,0
Jared Rollins,69.0,170.0,,Orthodox,223084800.0,3.33,57.0,2.41,39.0,2.5,50.0,50.0,1.2,8,4,0,0
Alexandr Romanov,74.0,262.0,75.0,Southpaw,660873600.0,3.78,51.0,2.13,54.0,4.49,55.0,28.0,0.9,18,3,0,0
Ricardo Romero,72.0,205.0,76.0,Orthodox,261446400.0,2.17,55.0,4.77,46.0,1.63,10.0,100.0,3.3,11,3,0,0
Yoel Romero,72.0,185.0,73.0,Southpaw,231206400.0,3.44,49.0,3.05,60.0,1.57,30.0,78.0,0.0,13,5,0,0
Roberto Romero,68.0,155.0,70.0,Orthodox,949190400.0,4.93,47.0,8.07,43.0,0.0,0.0,66.0,0.0,8,4,1,0
Mara Romero Borella,66.0,125.0,69.0,Orthodox,518140800.0,2.54,37.0,2.48,71.0,1.83,44.0,66.0,0.2,12,9,0,2
Cortavious Romious,64.0,135.0,68.0,Southpaw,757814400.0,2.1,37.0,3.02,39.0,1.97,66.0,70.0,1.0,9,3,0,0
Juancamilo Ronderos,63.0,125.0,64.0,Southpaw,792979200.0,2.18,30.0,2.18,63.0,2.72,33.0,0.0,0.0,4,2,0,0
Rongzhu,69.0,155.0,71.0,Orthodox,952387200.0,5.45,51.0,5.8,44.0,1.85,62.0,85.0,0.2,25,6,0,0
Jesse Ronson,70.0,155.0,70.0,Southpaw,504230400.0,3.54,47.0,3.39,57.0,0.46,28.0,57.0,0.5,21,12,0,1
George Roop,73.0,135.0,72.0,Orthodox,374198400.0,3.43,34.0,2.47,60.0,1.05,57.0,59.0,0.1,15,13,1,0
Joao Roque,66.0,155.0,,Orthodox,48988800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,4,0
Aaron Rosa,76.0,205.0,77.0,Orthodox,422928000.0,4.03,47.0,4.41,45.0,0.36,33.0,85.0,0.4,18,6,0,0
Charles Rosa,69.0,145.0,69.0,Switch,525225600.0,3.08,36.0,3.86,47.0,1.67,35.0,38.0,1.0,14,8,0,0
Karol Rosa,65.0,135.0,67.0,Orthodox,788745600.0,6.22,55.0,4.84,49.0,1.09,46.0,70.0,0.0,18,7,0,0
Raul Rosas Jr.,69.0,135.0,67.0,Switch,1097193600.0,1.55,43.0,1.43,51.0,4.02,39.0,0.0,1.3,10,1,0,0
Jake Rosholt,73.0,185.0,,Orthodox,382060800.0,2.68,53.0,2.33,49.0,6.51,68.0,0.0,1.8,12,5,0,1
Jared Rosholt,74.0,265.0,75.0,Orthodox,523497600.0,2.08,46.0,1.52,59.0,1.83,41.0,66.0,0.1,14,4,0,0
Shannon Ross,66.0,125.0,66.0,Switch,610934400.0,5.96,39.0,7.39,55.0,0.0,0.0,100.0,0.0,13,9,0,0
Kristian Rothaermel,72.0,205.0,,Open Stance,65664000.0,0.75,50.0,2.49,41.0,0.0,0.0,0.0,0.0,4,3,0,0
Ben Rothwell,76.0,265.0,78.0,Orthodox,372124800.0,3.71,42.0,4.63,47.0,0.68,34.0,70.0,0.4,39,14,0,0
Khalil Rountree Jr.,73.0,205.0,76.0,Southpaw,635990400.0,3.73,38.0,4.51,48.0,0.0,0.0,58.0,0.1,14,6,0,1
Ronda Rousey,67.0,135.0,66.0,Orthodox,539136000.0,4.17,52.0,4.14,44.0,6.26,68.0,50.0,4.8,12,2,0,0
Phil Rowe,75.0,170.0,80.0,Orthodox,648259200.0,3.65,49.0,4.34,55.0,0.7,36.0,56.0,0.3,10,5,0,0
Brandon Royval,69.0,125.0,68.0,Southpaw,713923200.0,4.46,39.0,3.06,47.0,0.75,75.0,45.0,1.2,17,7,0,0
Jairzinho Rozenstruik,74.0,242.0,78.0,Orthodox,574560000.0,3.48,48.0,2.63,52.0,0.0,0.0,72.0,0.0,15,6,0,0
Mauricio Rua,73.0,205.0,76.0,Orthodox,375494400.0,3.57,50.0,2.79,54.0,2.01,48.0,49.0,0.7,27,14,1,0
Marco Ruas,73.0,210.0,,Orthodox,-282096000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,4,2,0
Rodrigo Ruas,70.0,185.0,,Orthodox,244944000.0,1.28,35.0,7.0,41.0,0.0,0.0,0.0,0.0,4,5,1,1
Gabe Ruediger,70.0,155.0,,Orthodox,241660800.0,1.7,31.0,5.16,41.0,2.04,11.0,28.0,0.0,18,8,0,0
Mauricio Ruffy,71.0,155.0,75.0,Orthodox,834969600.0,4.7,59.0,4.76,60.0,0.0,0.0,100.0,0.0,11,1,0,0
Eddie Ruiz,67.0,155.0,,Orthodox,-80870400.0,0.2,25.0,1.4,47.0,2.0,12.0,0.0,0.0,1,1,0,0
Montserrat Conejo Ruiz,60.0,115.0,61.0,Southpaw,728697600.0,0.79,27.0,4.96,37.0,2.05,83.0,33.0,0.8,10,4,0,0
Mike Russow,73.0,255.0,73.0,Orthodox,211248000.0,1.55,47.0,2.9,59.0,4.66,43.0,0.0,0.7,15,3,0,1
Bas Rutten,73.0,205.0,,Orthodox,-153100800.0,5.59,61.0,2.06,79.0,0.0,0.0,0.0,0.0,28,4,1,0
Nursulton Ruziboev,77.0,170.0,76.0,Orthodox,753667200.0,2.5,43.0,4.6,49.0,0.77,100.0,0.0,0.0,34,9,2,2
Cameron Saaiman,68.0,135.0,67.0,Southpaw,977270400.0,5.32,46.0,4.18,51.0,0.91,28.0,47.0,0.7,9,2,0,0
Pat Sabatini,68.0,145.0,70.0,Orthodox,658108800.0,1.94,59.0,1.47,48.0,3.97,44.0,50.0,2.0,19,5,0,0
Amir Sadollah,70.0,170.0,75.0,Orthodox,336182400.0,4.71,46.0,3.55,60.0,0.57,27.0,60.0,0.3,6,5,0,0
Nazim Sadykhov,70.0,155.0,69.0,Southpaw,769046400.0,4.94,48.0,5.72,48.0,1.71,62.0,75.0,0.3,9,1,1,0
Frankie Saenz,66.0,135.0,66.0,Orthodox,334886400.0,3.94,47.0,3.5,52.0,1.74,31.0,61.0,0.1,13,7,0,0
Saparbeg Safarov,73.0,185.0,78.0,Orthodox,529632000.0,4.03,48.0,2.96,47.0,2.52,41.0,33.0,0.0,9,3,0,0
Tarec Saffiedine,70.0,170.0,70.0,Switch,526348800.0,4.05,47.0,3.06,62.0,0.52,36.0,84.0,0.1,16,7,0,0
Jason Saggo,71.0,155.0,71.0,Orthodox,501552000.0,2.5,39.0,2.94,52.0,2.33,40.0,23.0,0.0,12,4,0,0
Kiru Sahota,70.0,125.0,73.0,Orthodox,801619200.0,4.05,52.0,2.64,41.0,0.92,33.0,50.0,0.5,12,3,0,0
Benoit Saint Denis,71.0,155.0,73.0,Southpaw,819244800.0,5.17,53.0,4.98,41.0,3.97,37.0,68.0,1.2,13,3,0,1
Ovince Saint Preux,75.0,205.0,80.0,Southpaw,418608000.0,3.03,47.0,3.33,47.0,1.09,36.0,67.0,0.5,27,18,0,0
Lukasz Sajewski,68.0,155.0,71.0,Orthodox,659664000.0,2.06,35.0,3.88,57.0,1.01,25.0,66.0,0.0,13,3,0,0
Augusto Sakai,75.0,265.0,77.0,Orthodox,673747200.0,4.6,49.0,3.83,48.0,0.23,40.0,56.0,0.0,16,5,1,0
Alessio Sakara,72.0,185.0,72.0,Orthodox,368236800.0,3.96,47.0,2.8,59.0,2.18,78.0,62.0,0.0,19,11,0,2
Gokhan Saki,72.0,205.0,73.0,Orthodox,435369600.0,7.09,58.0,4.57,53.0,0.0,0.0,100.0,0.0,1,2,0,0
Kazushi Sakuraba,72.0,185.0,,Southpaw,-14774400.0,1.26,41.0,2.03,51.0,1.26,31.0,48.0,1.7,26,17,1,2
Hayato Sakurai,67.0,168.0,,Orthodox,178070400.0,2.45,49.0,1.94,59.0,1.87,69.0,56.0,0.3,38,13,2,0
Justin Salas,68.0,155.0,70.0,Southpaw,384825600.0,3.42,43.0,2.96,68.0,2.43,20.0,0.0,0.0,12,7,0,0
Ivan Salaverry,72.0,185.0,,Orthodox,32400000.0,3.01,47.0,1.19,76.0,0.49,18.0,36.0,2.5,14,9,0,0
Roman Salazar,67.0,135.0,,Orthodox,572400000.0,1.95,39.0,2.89,57.0,1.77,18.0,50.0,0.0,10,6,0,1
Luis Saldana,71.0,145.0,73.0,Orthodox,664934400.0,5.16,50.0,3.65,60.0,0.64,17.0,44.0,0.2,16,7,1,0
Muslim Salikhov,71.0,170.0,70.0,Orthodox,455587200.0,3.38,49.0,2.9,62.0,1.08,32.0,72.0,0.0,21,5,0,0
Sean Salmon,70.0,185.0,,Southpaw,242784000.0,1.49,33.0,2.03,65.0,4.06,50.0,0.0,0.0,18,21,0,0
Boston Salmon,69.0,135.0,69.0,Southpaw,659059200.0,4.13,37.0,7.75,59.0,0.0,0.0,100.0,0.0,6,3,0,0
John Salter,73.0,185.0,74.0,Southpaw,480211200.0,1.68,32.0,1.68,68.0,2.85,46.0,66.0,0.5,14,3,0,0
Vinicius Salvador,67.0,135.0,70.0,Southpaw,838166400.0,5.48,43.0,6.5,48.0,0.36,11.0,86.0,0.0,14,7,0,0
Josh Samman,75.0,185.0,79.0,Orthodox,574300800.0,2.08,52.0,2.47,34.0,1.09,33.0,33.0,0.4,13,4,0,0
Diego Sanchez,70.0,170.0,72.0,Southpaw,378604800.0,2.69,37.0,3.02,56.0,1.51,24.0,46.0,0.8,31,13,0,0
Eddie Sanchez,74.0,230.0,74.0,Orthodox,405216000.0,3.45,43.0,3.3,43.0,1.13,26.0,42.0,0.0,15,8,0,0
Joby Sanchez,66.0,135.0,68.0,Orthodox,677721600.0,3.22,36.0,2.82,63.0,0.95,71.0,51.0,0.4,11,4,0,0
Andrew Sanchez,73.0,185.0,74.0,Orthodox,576460800.0,4.3,43.0,5.1,50.0,2.55,36.0,100.0,0.0,13,7,0,0
Luke Sanders,66.0,135.0,67.0,Southpaw,503193600.0,6.61,52.0,4.37,50.0,0.71,30.0,72.0,0.2,13,5,0,0
Jerrod Sanders,68.0,135.0,72.0,Orthodox,307584000.0,0.88,64.0,1.14,46.0,2.2,33.0,50.0,1.6,16,3,0,1
Cory Sandhagen,71.0,135.0,70.0,Switch,703728000.0,5.02,44.0,3.46,56.0,1.19,32.0,63.0,0.3,17,5,0,0
Joseph Sandoval,67.0,135.0,,Southpaw,516153600.0,1.82,42.0,12.12,60.0,0.0,0.0,0.0,0.0,7,7,0,0
Hector Sandoval,62.0,125.0,64.0,Orthodox,522115200.0,3.31,52.0,2.33,65.0,3.49,25.0,71.0,1.4,14,4,0,0
Chris Sanford,71.0,185.0,,Orthodox,-57024000.0,0.23,50.0,3.22,17.0,0.0,0.0,0.0,3.5,5,1,0,0
Martin Sano,71.0,170.0,75.0,Orthodox,675561600.0,4.0,33.0,12.0,40.0,0.0,0.0,0.0,0.0,4,3,1,0
Duda Santana,67.0,145.0,73.0,Orthodox,821232000.0,6.01,39.0,2.72,73.0,6.44,60.0,0.0,0.0,3,1,0,0
Jorge Santiago,73.0,170.0,75.0,Orthodox,339897600.0,1.69,35.0,2.62,56.0,0.58,30.0,52.0,0.8,25,12,0,0
Mike Santiago,70.0,145.0,69.0,Orthodox,617587200.0,3.44,49.0,3.58,36.0,2.66,50.0,53.0,1.1,19,12,0,0
Iliarde Santos,65.0,125.0,67.0,Orthodox,338688000.0,3.0,30.0,6.1,57.0,1.66,23.0,83.0,0.0,30,13,1,1
Leonardo Santos,72.0,155.0,75.0,Orthodox,318556800.0,2.82,46.0,3.4,54.0,0.88,25.0,86.0,0.2,18,7,1,0
Thiago Santos,74.0,205.0,76.0,Orthodox,442281600.0,3.72,48.0,2.57,53.0,0.88,33.0,65.0,0.1,22,11,0,0
Bruno Santos,69.0,185.0,,Orthodox,553478400.0,1.18,46.0,2.27,56.0,3.0,37.0,66.0,0.3,15,2,0,0
Yana Santos,66.0,135.0,68.0,Orthodox,626745600.0,4.42,58.0,3.12,50.0,0.97,53.0,42.0,0.1,15,8,0,1
Taila Santos,66.0,125.0,68.0,Orthodox,740707200.0,3.39,48.0,2.64,58.0,2.0,76.0,86.0,1.1,19,3,0,0
Daniel Santos,67.0,135.0,67.0,Orthodox,794966400.0,4.26,37.0,5.12,50.0,1.9,50.0,73.0,0.0,12,2,0,0
Gabriel Santos,69.0,145.0,70.0,Orthodox,849139200.0,4.69,59.0,4.77,47.0,3.44,52.0,85.0,0.8,11,2,0,0
Luana Santos,66.0,125.0,67.0,Orthodox,955843200.0,4.28,51.0,4.15,61.0,1.62,40.0,80.0,1.2,8,2,0,0
Mairon Santos,67.0,145.0,72.0,Orthodox,960595200.0,4.77,46.0,1.85,57.0,0.0,0.0,0.0,0.0,15,1,0,0
Daniel Sarafian,69.0,185.0,73.0,Orthodox,398736000.0,2.23,46.0,3.1,58.0,0.36,7.0,53.0,0.7,10,6,0,0
Jeka Saragih,68.0,145.0,69.0,Orthodox,788918400.0,2.73,50.0,2.65,41.0,2.21,80.0,66.0,0.6,14,4,0,0
Diego Saraiva,66.0,155.0,,Orthodox,388368000.0,1.64,32.0,3.58,62.0,1.33,40.0,0.0,0.7,22,20,1,0
Yuki Sasaki,74.0,185.0,,Orthodox,211334400.0,1.09,43.0,1.2,57.0,0.43,100.0,66.0,0.0,25,22,2,0
Paul Sass,72.0,155.0,73.0,Orthodox,586656000.0,0.53,26.0,1.9,51.0,0.53,16.0,33.0,7.4,14,2,0,0
Takenori Sato,70.0,170.0,,Southpaw,487036800.0,0.46,33.0,12.92,9.0,0.0,0.0,0.0,0.0,19,11,7,1
Takashi Sato,70.0,170.0,73.0,Southpaw,644889600.0,2.21,41.0,3.73,44.0,0.76,37.0,60.0,0.0,16,7,0,0
Ben Saunders,74.0,170.0,77.0,Orthodox,419040000.0,3.23,50.0,3.58,51.0,0.2,40.0,66.0,1.3,22,13,2,0
Chris Saunders,68.0,155.0,,,510883200.0,1.48,22.0,2.96,75.0,3.7,100.0,0.0,0.0,16,8,0,0
Matt Sayles,67.0,155.0,68.0,Orthodox,761788800.0,4.83,41.0,2.81,61.0,0.36,16.0,81.0,0.7,8,4,0,0
Eric Schafer,75.0,185.0,76.0,Orthodox,243561600.0,1.89,34.0,3.38,56.0,1.81,36.0,50.0,1.8,14,8,2,0
Kerry Schall,74.0,265.0,,Orthodox,50544000.0,0.94,11.0,4.84,63.0,0.0,0.0,0.0,0.0,24,13,0,1
Brendan Schaub,76.0,245.0,78.0,Orthodox,416793600.0,2.92,37.0,2.22,57.0,2.32,46.0,72.0,0.4,10,5,0,0
Fabiano Scherner,75.0,257.0,,Orthodox,78710400.0,1.31,31.0,3.2,38.0,1.09,33.0,40.0,0.0,11,10,0,3
Samy Schiavo,68.0,155.0,,Orthodox,188611200.0,1.68,34.0,2.62,38.0,0.94,50.0,66.0,0.9,10,6,0,0
Pat Schilling,68.0,145.0,,Orthodox,588729600.0,1.87,26.0,8.24,52.0,0.0,0.0,0.0,0.0,5,2,0,0
Semmy Schilt,82.0,265.0,,Orthodox,120528000.0,1.2,50.0,1.31,53.0,0.0,0.0,47.0,1.1,26,14,1,0
Matt Schnell,68.0,125.0,70.0,Orthodox,632361600.0,4.39,39.0,4.64,55.0,0.56,40.0,50.0,1.0,16,9,0,1
Alex Schoenauer,75.0,185.0,,Orthodox,200102400.0,1.22,40.0,2.27,42.0,0.0,0.0,22.0,4.9,15,10,0,0
Darrill Schoonover,74.0,220.0,,Orthodox,490492800.0,1.2,33.0,4.35,38.0,0.0,0.0,50.0,1.1,14,8,0,0
Justin Scoggins,67.0,125.0,66.0,Southpaw,704764800.0,3.56,51.0,2.16,55.0,3.42,63.0,82.0,0.5,11,5,0,0
Zachary Scroggin,75.0,170.0,74.0,Orthodox,826329600.0,2.4,37.0,8.8,68.0,0.0,0.0,0.0,0.0,7,1,0,0
Neil Seery,64.0,125.0,64.0,Orthodox,304819200.0,3.56,41.0,3.79,58.0,0.78,27.0,53.0,1.6,16,13,0,0
Stefan Sekulic,72.0,170.0,75.0,Southpaw,697852800.0,1.83,50.0,2.83,64.0,2.0,33.0,25.0,0.5,12,4,0,0
Pete Sell,71.0,170.0,75.0,Orthodox,397353600.0,2.6,42.0,3.65,51.0,0.91,21.0,47.0,0.9,10,7,0,0
Matthew Semelsberger,73.0,170.0,75.0,Switch,722476800.0,3.77,42.0,4.24,54.0,1.01,57.0,45.0,0.4,11,8,0,0
Andrei Semenov,72.0,185.0,,Orthodox,235353600.0,0.78,15.0,2.44,60.0,1.74,80.0,55.0,0.4,34,9,2,0
Mackens Semerzier,69.0,145.0,72.0,Orthodox,342057600.0,2.91,45.0,3.48,46.0,2.14,50.0,50.0,2.1,8,4,0,1
Matt Serra,66.0,170.0,68.0,Orthodox,139363200.0,1.98,39.0,2.64,46.0,2.05,20.0,38.0,0.9,11,7,0,0
Nick Serra,69.0,170.0,,Orthodox,259804800.0,0.0,0.0,1.73,43.0,1.0,10.0,0.0,2.0,7,3,0,0
Adrian Serrano,68.0,170.0,,,-190166400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,29,4,0
Fredy Serrano,63.0,125.0,65.0,Orthodox,306806400.0,1.58,26.0,1.89,61.0,2.84,25.0,84.0,0.0,3,2,0,0
Igor Severino,67.0,125.0,69.0,Orthodox,1050883200.0,7.17,52.0,4.33,47.0,9.69,71.0,50.0,0.0,8,1,0,0
Dan Severn,74.0,250.0,,Southpaw,-365040000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,19,1,0
Rosi Sexton,63.0,135.0,,Orthodox,237859200.0,3.31,39.0,7.42,41.0,0.75,10.0,80.0,0.0,13,5,0,0
Edmen Shahbazyan,75.0,185.0,75.0,Orthodox,879984000.0,3.77,50.0,3.9,46.0,2.01,38.0,65.0,0.5,13,5,0,0
Don Shainis,66.0,145.0,67.0,Orthodox,653443200.0,3.42,50.0,5.87,31.0,0.97,25.0,20.0,1.9,12,5,0,0
Liliya Shakirova,64.0,125.0,65.0,Orthodox,688262400.0,2.7,30.0,2.58,74.0,0.0,0.0,0.0,0.0,8,2,0,0
Kamal Shalorus,68.0,155.0,68.0,Orthodox,83721600.0,3.06,32.0,2.99,70.0,2.07,50.0,80.0,0.0,9,5,2,0
Ken Shamrock,73.0,205.0,72.0,Orthodox,-185846400.0,1.47,46.0,4.3,39.0,0.94,60.0,44.0,2.5,28,17,2,0
Frank Shamrock,70.0,185.0,,Orthodox,92620800.0,4.75,53.0,4.66,57.0,0.35,50.0,37.0,1.1,23,10,2,0
Sean Sharaf,75.0,252.0,77.0,Orthodox,742348800.0,7.31,44.0,9.79,44.0,2.07,12.0,0.0,0.0,4,1,0,0
Eric Shelton,66.0,125.0,68.0,Orthodox,665452800.0,2.57,42.0,1.88,63.0,2.83,51.0,46.0,0.2,12,6,0,0
Sean Sherk,66.0,155.0,67.0,Orthodox,113356800.0,2.17,35.0,2.71,55.0,4.09,46.0,56.0,0.4,36,4,1,0
Chase Sherman,76.0,250.0,78.0,Orthodox,627177600.0,6.04,45.0,6.65,52.0,0.09,50.0,74.0,0.0,16,12,0,0
Valentina Shevchenko,65.0,125.0,66.0,Southpaw,573696000.0,3.16,52.0,2.0,64.0,2.74,64.0,71.0,0.3,24,4,1,0
Antonina Shevchenko,68.0,125.0,67.0,Southpaw,469756800.0,3.86,55.0,2.93,52.0,0.43,42.0,53.0,0.4,10,4,0,0
Shi Ming,62.0,115.0,60.0,Orthodox,784771200.0,3.48,39.0,3.24,53.0,0.37,16.0,58.0,0.0,17,5,0,0
Jake Shields,72.0,170.0,72.0,Orthodox,284688000.0,2.45,36.0,1.8,56.0,2.83,29.0,35.0,1.2,31,9,1,1
Shunichi Shimizu,65.0,135.0,,Orthodox,475977600.0,0.14,33.0,4.68,30.0,0.0,0.0,0.0,0.0,30,18,11,1
Wade Shipp,75.0,245.0,,Orthodox,161136000.0,4.29,86.0,2.14,0.0,0.0,0.0,75.0,0.0,11,5,0,0
Josh Shockley,73.0,155.0,,Orthodox,627091200.0,1.4,33.0,1.75,60.0,0.0,0.0,61.0,0.8,11,4,0,0
Josh Shockman,76.0,235.0,,Southpaw,346896000.0,0.87,32.0,0.87,58.0,0.0,0.0,23.0,0.0,6,3,0,0
Liudvik Sholinian,70.0,135.0,71.0,Orthodox,632793600.0,2.5,30.0,5.67,55.0,0.0,0.0,66.0,0.0,9,4,1,0
Jack Shore,68.0,145.0,71.0,Orthodox,792028800.0,3.6,58.0,2.31,56.0,3.22,39.0,74.0,0.6,17,3,0,0
Sam Sicilia,68.0,145.0,67.0,Orthodox,507600000.0,2.46,33.0,3.55,59.0,1.45,43.0,70.0,0.9,15,8,0,0
Serhiy Sidey,71.0,135.0,72.0,Switch,836438400.0,4.87,39.0,4.44,53.0,0.0,0.0,20.0,1.4,11,2,0,0
Steven Siler,71.0,145.0,70.0,Orthodox,540345600.0,3.21,41.0,2.96,54.0,0.47,21.0,55.0,1.6,29,16,0,0
Assuerio Silva,70.0,241.0,,Orthodox,140745600.0,1.42,46.0,4.2,54.0,2.66,34.0,25.0,1.8,16,8,0,1
Anderson Silva,74.0,185.0,77.0,Southpaw,166665600.0,3.05,61.0,2.05,60.0,0.5,77.0,69.0,0.8,34,11,0,1
Wanderlei Silva,71.0,205.0,74.0,Orthodox,205200000.0,2.79,40.0,2.19,60.0,0.97,53.0,62.0,0.6,35,13,1,1
Thiago Silva,74.0,205.0,74.0,Orthodox,405907200.0,3.92,50.0,2.55,67.0,1.03,47.0,70.0,0.7,19,6,0,2
Jean Silva,66.0,160.0,,Orthodox,245116800.0,0.73,22.0,2.93,52.0,0.0,0.0,0.0,0.0,19,12,3,1
Antonio Silva,76.0,264.0,82.0,Orthodox,306115200.0,2.89,45.0,3.09,50.0,0.82,29.0,66.0,0.8,19,12,1,0
Erick Silva,72.0,170.0,74.0,Orthodox,456624000.0,2.5,48.0,4.18,49.0,0.85,35.0,56.0,1.4,19,9,0,1
Leandro Silva,69.0,155.0,72.0,Orthodox,500515200.0,2.39,48.0,2.08,63.0,1.76,37.0,65.0,0.4,20,6,1,1
Claudio Silva,71.0,170.0,71.0,Southpaw,400118400.0,2.48,42.0,3.0,46.0,2.85,26.0,44.0,1.1,14,4,0,0
Wagner Silva,72.0,170.0,,Orthodox,539654400.0,1.69,29.0,2.87,65.0,0.0,0.0,58.0,0.0,6,3,0,0
Joaquim Silva,68.0,155.0,69.0,Southpaw,602640000.0,3.66,43.0,4.53,53.0,0.39,50.0,69.0,0.8,13,6,0,0
