Name,Height,Weight,Reach,Stance,DOB,SLpM,Str. Acc.,SApM,Str. Def.,TD Avg.,TD Acc.,TD Def.,Sub. Avg.,Wins,Losses,Draws,NoContests
Joey Beltran,73.0,185.0,75.0,Orthodox,376617600.0,4.92,36.0,5.27,54.0,0.48,18.0,75.0,0.0,17,14,0,1
Marco Beltran,68.0,125.0,69.0,Orthodox,516758400.0,2.07,37.0,1.93,63.0,0.7,50.0,46.0,0.2,8,6,0,0
Joseph Benavidez,64.0,125.0,65.0,Southpaw,460080000.0,3.52,34.0,2.67,61.0,1.41,30.0,62.0,0.6,28,8,0,0
Gabriel Benitez,68.0,155.0,71.0,Southpaw,582336000.0,5.26,41.0,4.49,63.0,0.22,50.0,55.0,0.9,23,13,0,0
DeAnna Bennett,64.0,125.0,68.0,Orthodox,469584000.0,3.13,58.0,3.27,58.0,0.0,0.0,0.0,1.0,8,3,1,0
Lance Benoist,71.0,170.0,72.0,Southpaw,588556800.0,3.68,51.0,2.7,56.0,1.5,33.0,61.0,0.0,7,2,0,0
Ryan Benoit,65.0,125.0,68.0,Orthodox,620006400.0,2.88,39.0,3.65,58.0,0.28,22.0,72.0,0.4,10,8,0,0
Steve Berger,71.0,170.0,,Orthodox,106704000.0,1.0,27.0,3.26,36.0,0.84,40.0,16.0,1.7,21,23,2,1
Keith Berish,72.0,205.0,,Orthodox,500774400.0,3.58,36.0,4.81,62.0,1.76,40.0,0.0,0.0,5,1,0,1
Dennis Bermudez,66.0,155.0,66.0,Orthodox,534816000.0,4.42,46.0,3.07,59.0,3.89,40.0,82.0,1.1,17,9,0,0
Manny Bermudez,70.0,145.0,71.0,Orthodox,774316800.0,2.92,61.0,2.68,46.0,3.06,54.0,0.0,3.1,14,2,0,0
Talita Bernardo,64.0,135.0,68.0,Orthodox,541814400.0,3.12,42.0,4.04,55.0,1.62,22.0,28.0,0.5,6,4,0,0
Allen Berube,68.0,155.0,,Orthodox,146620800.0,0.92,80.0,0.92,33.0,6.87,100.0,0.0,3.4,4,3,0,0
Matt Bessette,70.0,145.0,70.0,Orthodox,473040000.0,4.36,41.0,4.45,58.0,0.64,28.0,61.0,0.3,22,9,0,1
Arjan Bhullar,73.0,245.0,75.0,Orthodox,516326400.0,2.33,56.0,3.25,59.0,1.73,75.0,100.0,0.0,9,1,0,0
KB Bhullar,76.0,185.0,78.0,Switch,687225600.0,4.31,49.0,5.39,45.0,0.0,0.0,0.0,0.0,8,2,0,0
David Bielkheden,70.0,155.0,71.0,Orthodox,297475200.0,1.11,57.0,1.64,54.0,2.65,63.0,14.0,0.0,24,12,0,0
Blake Bilder,68.0,145.0,68.0,Switch,647740800.0,3.81,48.0,4.15,53.0,0.31,7.0,71.0,0.6,8,2,1,0
Anthony Birchak,68.0,135.0,69.0,Orthodox,516585600.0,3.93,36.0,3.67,56.0,0.48,14.0,61.0,0.5,16,8,0,0
Michael Bisping,73.0,185.0,75.0,Orthodox,289008000.0,4.33,38.0,2.71,65.0,1.05,43.0,63.0,0.3,30,9,0,0
Jan Blachowicz,74.0,205.0,78.0,Orthodox,414892800.0,3.41,50.0,2.91,53.0,1.09,50.0,68.0,0.3,29,10,1,0
Jason Black,68.0,155.0,,Orthodox,80006400.0,1.06,47.0,2.6,45.0,0.48,33.0,28.0,6.2,23,4,1,0
Brad Blackburn,70.0,170.0,73.0,Orthodox,233366400.0,4.55,35.0,3.59,65.0,0.93,50.0,76.0,0.7,18,13,1,1
Da'Mon Blackshear,70.0,135.0,72.0,Switch,776649600.0,4.3,47.0,4.06,49.0,2.17,37.0,68.0,1.4,15,7,1,0
Erin Blanchfield,64.0,125.0,66.0,Orthodox,925776000.0,5.24,44.0,4.21,59.0,1.86,31.0,80.0,0.8,13,2,0,0
Maximo Blanco,68.0,145.0,71.0,Orthodox,435110400.0,4.11,44.0,3.19,66.0,1.85,36.0,63.0,0.3,12,8,1,1
Curtis Blaydes,76.0,265.0,80.0,Orthodox,666835200.0,3.54,50.0,1.91,58.0,5.69,53.0,31.0,0.0,18,5,0,1
Tereza Bleda,69.0,125.0,71.0,Orthodox,1007078400.0,3.02,53.0,1.86,46.0,1.81,27.0,83.0,0.7,7,1,0,0
Byron Bloodworth,68.0,135.0,,Orthodox,429840000.0,1.82,28.0,5.18,50.0,0.0,0.0,0.0,0.0,6,3,0,0
Dan Bobish,74.0,345.0,,Southpaw,2160000.0,2.06,44.0,1.74,34.0,2.44,42.0,0.0,1.6,17,9,0,0
Mark Bocek,68.0,155.0,75.0,Orthodox,372729600.0,2.34,43.0,2.32,60.0,3.65,36.0,31.0,1.3,12,5,0,0
Kyle Bochniak,67.0,145.0,70.0,Orthodox,539481600.0,2.63,31.0,5.11,58.0,1.14,15.0,62.0,0.0,8,5,0,0
James Bochnovic,76.0,205.0,81.0,Orthodox,603331200.0,0.65,26.0,3.64,21.0,0.0,0.0,0.0,0.0,8,3,0,0
Tim Boetsch,72.0,185.0,74.0,Orthodox,349488000.0,2.93,50.0,2.9,57.0,1.45,34.0,59.0,0.8,21,13,0,0
Galore Bofando,71.0,170.0,72.0,Switch,390873600.0,3.63,45.0,3.63,54.0,2.37,100.0,50.0,0.0,5,3,0,0
Roman Bogatov,68.0,155.0,73.0,Orthodox,661219200.0,3.33,42.0,4.4,44.0,1.0,9.0,50.0,0.0,10,1,0,0
Jerry Bohlander,71.0,199.0,,Orthodox,129859200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4,0,0
Mandy Bohm,67.0,125.0,71.0,Orthodox,617760000.0,2.51,45.0,3.24,60.0,0.72,18.0,75.0,0.7,8,2,0,1
Gaston Bolanos,67.0,135.0,69.0,Orthodox,716428800.0,3.74,50.0,2.57,52.0,0.78,100.0,42.0,0.0,8,4,0,0
Denys Bondar,66.0,125.0,69.0,Orthodox,709603200.0,4.59,50.0,5.16,56.0,3.99,58.0,62.0,0.0,14,5,0,0
Gabriel Bonfim,73.0,170.0,72.0,Orthodox,872035200.0,5.78,42.0,4.38,62.0,2.92,75.0,73.0,1.9,16,1,0,0
Ismael Bonfim,68.0,155.0,71.0,Orthodox,820108800.0,5.8,54.0,3.16,70.0,1.07,33.0,76.0,0.0,20,4,0,0
Jesse Bongfeldt,72.0,185.0,,Orthodox,336268800.0,2.91,62.0,1.01,50.0,1.51,33.0,33.0,0.0,16,5,1,0
Stephan Bonnar,76.0,205.0,79.0,Orthodox,228960000.0,2.76,38.0,3.01,52.0,1.32,40.0,60.0,1.0,15,9,0,0
Rogerio Bontorin,65.0,125.0,67.0,Orthodox,704160000.0,2.63,52.0,3.27,50.0,2.9,60.0,51.0,1.0,16,4,0,2
Ray Borg,64.0,135.0,63.0,Orthodox,744422400.0,1.52,52.0,1.93,48.0,3.89,50.0,46.0,1.0,13,5,0,0
Kevin Borjas,65.0,125.0,68.0,Orthodox,881366400.0,4.92,40.0,6.7,49.0,0.0,0.0,61.0,0.0,9,3,0,0
Caio Borralho,73.0,185.0,75.0,Southpaw,727142400.0,3.61,60.0,2.34,62.0,1.56,60.0,76.0,0.5,17,1,0,1
Viacheslav Borshchev,71.0,155.0,69.0,Orthodox,694828800.0,5.4,53.0,4.8,56.0,0.0,0.0,35.0,0.0,8,4,1,0
Tanner Boser,74.0,205.0,75.0,Orthodox,681091200.0,4.7,52.0,2.75,58.0,0.0,0.0,63.0,0.0,21,10,1,0
Steve Bosse,71.0,205.0,72.0,Orthodox,365212800.0,5.99,52.0,5.38,50.0,0.92,33.0,100.0,0.0,12,2,0,0
Poliana Botelho,68.0,125.0,67.0,Orthodox,598147200.0,2.9,58.0,2.8,54.0,0.85,57.0,76.0,0.0,8,5,0,0
Melton Bowen,72.0,225.0,,Orthodox,-14601600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
Brian Bowles,67.0,135.0,70.0,Orthodox,330480000.0,2.36,26.0,2.98,64.0,1.39,70.0,54.0,1.4,10,3,0,0
Roger Bowling,69.0,155.0,68.0,Orthodox,407894400.0,3.9,47.0,3.86,51.0,3.09,43.0,27.0,0.9,12,6,0,1
Kyle Bradley,69.0,155.0,71.0,Orthodox,398563200.0,1.99,40.0,3.45,58.0,0.65,50.0,40.0,0.0,19,12,0,1
Paul Bradley,69.0,170.0,,Orthodox,424310400.0,2.26,32.0,4.13,56.0,1.12,16.0,100.0,0.0,23,8,0,2
Sean Brady,70.0,170.0,72.0,Orthodox,722476800.0,4.09,55.0,3.18,60.0,3.49,52.0,85.0,0.9,17,1,0,0
Ebenezer Fontes Braga,72.0,199.0,,Orthodox,-22636800.0,2.42,50.0,0.42,71.0,0.0,0.0,90.0,0.6,13,7,2,0
Ramiz Brahimaj,70.0,170.0,72.0,Orthodox,721958400.0,2.26,44.0,4.04,43.0,1.51,35.0,44.0,1.5,11,5,0,0
Joe Brammer,68.0,155.0,,Orthodox,430444800.0,2.15,31.0,2.8,56.0,0.81,50.0,50.0,0.0,7,3,1,0
David Branch,73.0,185.0,78.0,Orthodox,370310400.0,1.66,39.0,1.91,56.0,2.55,32.0,43.0,0.0,22,6,0,0
Diego Brandao,67.0,145.0,64.0,Orthodox,549072000.0,2.94,47.0,3.38,62.0,3.21,68.0,80.0,0.6,22,11,0,0
Bruna Brasil,66.0,125.0,65.0,Orthodox,747360000.0,2.94,61.0,3.49,50.0,1.93,72.0,59.0,0.0,10,4,1,0
Martin Bravo,68.0,145.0,71.0,Southpaw,748569600.0,7.66,39.0,5.72,51.0,2.6,35.0,85.0,0.0,11,3,0,0
Mike Breeden,70.0,155.0,70.0,Orthodox,609120000.0,5.75,45.0,7.28,42.0,0.98,30.0,67.0,0.0,11,6,0,0
Tom Breese,75.0,185.0,73.0,Southpaw,685843200.0,3.34,50.0,2.81,60.0,0.0,0.0,70.0,1.1,12,3,0,0
Elves Brener,70.0,155.0,72.0,Orthodox,875318400.0,3.99,47.0,5.3,48.0,1.23,23.0,76.0,0.0,16,5,0,0
Chris Brennan,68.0,170.0,,Orthodox,56073600.0,0.6,40.0,0.97,50.0,0.0,0.0,25.0,2.1,21,13,1,0
Charlie Brenneman,70.0,155.0,70.0,Orthodox,350524800.0,1.52,56.0,1.55,46.0,4.23,42.0,72.0,0.0,19,8,0,0
Jason Brilz,71.0,205.0,71.0,Orthodox,173923200.0,2.66,40.0,1.78,65.0,2.37,25.0,25.0,1.3,22,6,1,0
Marcus Brimage,64.0,135.0,71.0,Southpaw,481593600.0,3.97,35.0,3.64,56.0,0.56,100.0,80.0,0.0,7,7,0,0
Aaron Brink,75.0,205.0,,Orthodox,153446400.0,3.49,42.0,5.71,57.0,0.0,0.0,0.0,0.0,26,26,0,2
Henry Briones,68.0,135.0,69.0,Orthodox,341020800.0,3.47,42.0,4.68,53.0,0.0,0.0,52.0,0.6,16,8,1,0
Joanderson Brito,68.0,145.0,72.0,Orthodox,792460800.0,3.02,50.0,2.7,44.0,3.08,68.0,72.0,0.9,17,4,1,0
Jonathan Brookins,72.0,145.0,74.0,Southpaw,492739200.0,2.69,39.0,3.63,56.0,1.94,17.0,80.0,0.3,16,10,0,0
Will Brooks,70.0,155.0,72.0,Orthodox,529113600.0,4.26,59.0,2.54,56.0,2.08,51.0,82.0,0.3,18,4,0,0
Jarred Brooks,63.0,125.0,62.0,Switch,736300800.0,2.12,46.0,1.66,62.0,4.54,57.0,69.0,0.6,13,2,0,0
Rob Broughton,74.0,265.0,74.0,Orthodox,415497600.0,2.83,60.0,2.54,51.0,0.0,0.0,26.0,3.2,16,7,1,0
Matt Brown,72.0,170.0,75.0,Orthodox,347932800.0,3.76,55.0,2.92,55.0,1.68,46.0,63.0,1.3,26,19,0,0
Mike Brown,66.0,145.0,70.0,Orthodox,179366400.0,2.98,44.0,2.45,60.0,3.23,40.0,66.0,0.6,26,9,0,0
Todd Brown,71.0,205.0,,Orthodox,219283200.0,2.15,45.0,3.85,48.0,0.0,0.0,50.0,0.0,16,4,0,1
Randy Brown,75.0,170.0,78.0,Orthodox,647395200.0,4.35,47.0,3.24,54.0,0.81,39.0,73.0,0.6,19,6,0,0
Damien Brown,70.0,155.0,68.0,Orthodox,472780800.0,3.66,38.0,4.86,50.0,0.68,27.0,53.0,0.7,17,12,0,0
TJ Brown,69.0,145.0,72.0,Switch,643334400.0,3.37,44.0,2.89,49.0,3.41,57.0,36.0,1.3,17,11,0,0
Travis Browne,78.0,255.0,79.0,Orthodox,395712000.0,2.93,41.0,4.31,42.0,1.21,68.0,75.0,0.2,18,7,1,0
Junie Browning,69.0,155.0,,Orthodox,453168000.0,3.76,48.0,1.76,66.0,3.53,66.0,0.0,3.5,5,6,0,0
Jules Bruchez,72.0,205.0,,Southpaw,240537600.0,0.69,50.0,5.52,46.0,0.0,0.0,0.0,0.0,1,2,0,0
Cody Brundage,72.0,185.0,72.0,Orthodox,769046400.0,1.62,54.0,2.63,41.0,2.31,50.0,68.0,0.9,10,6,0,1
Steve Bruno,70.0,170.0,,Orthodox,373593600.0,0.96,52.0,3.38,36.0,1.94,25.0,46.0,0.4,15,6,0,0
Fernando Bruno,66.0,145.0,,,383356800.0,1.75,39.0,1.78,48.0,2.02,22.0,56.0,0.5,15,4,0,0
Derek Brunson,73.0,185.0,77.0,Southpaw,442022400.0,3.51,47.0,3.05,51.0,3.14,33.0,85.0,0.6,23,9,0,0
Josh Bryant,70.0,185.0,,Orthodox,325296000.0,1.1,20.0,6.1,43.0,0.0,0.0,0.0,0.0,15,4,0,0
Robert Bryczek,72.0,185.0,75.0,Orthodox,647049600.0,2.13,24.0,4.47,60.0,0.0,0.0,100.0,0.0,17,6,0,0
Lukasz Brzeski,76.0,236.0,78.0,Orthodox,706060800.0,5.02,50.0,3.68,54.0,0.43,33.0,36.0,0.4,9,6,1,1
Justin Buchholz,72.0,155.0,73.0,Orthodox,430358400.0,2.35,26.0,4.14,51.0,0.0,0.0,33.0,0.8,15,10,0,0
Joaquin Buckley,70.0,170.0,76.0,Southpaw,767404800.0,4.22,37.0,3.13,59.0,1.78,45.0,73.0,0.1,21,6,0,0
Martin Buday,76.0,265.0,77.0,Orthodox,689817600.0,4.84,53.0,5.54,52.0,0.21,25.0,100.0,0.2,14,2,0,0
Dylan Budka,72.0,185.0,75.0,Switch,947808000.0,1.07,43.0,1.69,41.0,2.02,38.0,76.0,0.4,7,4,0,0
Mayra Bueno Silva,66.0,125.0,66.0,Orthodox,682819200.0,3.83,58.0,4.85,51.0,0.57,29.0,63.0,1.5,10,5,1,1
Paul Buentello,74.0,245.0,77.0,Orthodox,127526400.0,3.29,45.0,3.83,52.0,0.19,33.0,39.0,0.4,35,17,0,0
Modestas Bukauskas,75.0,205.0,78.0,Switch,760838400.0,3.21,42.0,4.11,49.0,0.38,66.0,71.0,0.2,16,6,0,0
Felipe Bunes,67.0,125.0,69.0,Orthodox,625622400.0,4.49,53.0,7.86,41.0,2.59,25.0,0.0,2.6,14,7,0,0
Shane Burgos,71.0,145.0,75.0,Orthodox,669340800.0,7.4,52.0,6.78,56.0,0.43,44.0,91.0,0.4,15,3,0,0
Joshua Burkman,70.0,170.0,72.0,Orthodox,324172800.0,2.69,43.0,3.13,51.0,2.53,36.0,72.0,0.3,28,16,0,1
Mads Burnell,68.0,145.0,69.0,Orthodox,762912000.0,1.28,41.0,2.71,51.0,3.45,47.0,22.0,0.4,9,3,0,0
Mikey Burnett,66.0,170.0,,Orthodox,134956800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0,0
Kevin Burns,70.0,170.0,74.0,Orthodox,320889600.0,2.74,38.0,4.3,52.0,0.28,50.0,47.0,0.8,12,7,0,0
Gilbert Burns,70.0,170.0,71.0,Orthodox,522201600.0,3.17,48.0,3.57,52.0,2.1,37.0,53.0,0.5,22,8,0,0
Herbert Burns,69.0,145.0,73.0,Orthodox,570758400.0,1.86,36.0,5.17,41.0,2.94,34.0,66.0,1.8,11,6,0,0
Nah-Shon Burrell,71.0,170.0,,Orthodox,634176000.0,4.83,47.0,3.45,56.0,0.0,0.0,52.0,0.3,15,7,0,1
Bubba Bush,72.0,185.0,,Orthodox,491011200.0,0.63,55.0,7.01,25.0,2.82,50.0,60.0,0.0,8,3,0,1
Dakota Bush,70.0,155.0,73.0,Orthodox,771120000.0,2.77,38.0,4.42,41.0,2.4,33.0,0.0,0.0,8,4,0,0
Murilo Bustamante,74.0,183.0,,Orthodox,-108086400.0,1.33,32.0,1.9,60.0,2.46,33.0,54.0,1.2,15,8,1,0
Jesse Butler,70.0,135.0,73.0,Orthodox,706665600.0,2.02,34.0,4.62,39.0,0.0,0.0,0.0,0.0,12,6,0,0
JP Buys,65.0,135.0,67.0,Orthodox,830822400.0,1.88,39.0,3.02,40.0,1.55,25.0,25.0,2.3,9,6,0,0
Dennis Buzukja,69.0,145.0,70.0,Switch,875664000.0,4.21,43.0,4.82,48.0,0.63,27.0,75.0,0.2,12,5,0,0
Charles Byrd,70.0,185.0,73.0,Orthodox,434678400.0,3.43,55.0,2.63,55.0,2.5,50.0,40.0,1.5,10,7,0,0
Yan Cabral,71.0,155.0,73.0,Orthodox,421632000.0,2.02,47.0,1.98,62.0,2.89,35.0,37.0,1.2,13,3,0,0
Alex Caceres,70.0,145.0,73.0,Southpaw,582768000.0,4.21,49.0,3.09,62.0,0.54,68.0,64.0,0.7,21,15,0,1
Vince Cachero,66.0,145.0,68.0,Orthodox,626400000.0,3.29,45.0,6.51,43.0,0.0,0.0,18.0,0.5,7,4,0,0
Priscila Cachoeira,67.0,125.0,65.0,Orthodox,587952000.0,3.76,44.0,7.03,43.0,0.15,33.0,65.0,0.0,12,6,0,0
Nicolle Caliari,63.0,125.0,62.0,Orthodox,847065600.0,3.85,41.0,5.57,55.0,3.8,29.0,0.0,1.5,8,3,0,0
Cynthia Calvillo,64.0,115.0,64.0,Orthodox,553132800.0,4.41,38.0,4.12,64.0,1.8,44.0,77.0,0.8,9,6,1,0
Frank Camacho,70.0,155.0,73.0,Orthodox,611452800.0,6.56,46.0,7.44,51.0,1.11,31.0,73.0,0.0,22,10,0,0
Fabricio Camoes,70.0,155.0,71.0,Orthodox,283219200.0,1.29,33.0,1.85,61.0,2.34,32.0,20.0,1.5,14,9,1,0
Chris Camozzi,74.0,185.0,75.0,Orthodox,532828800.0,3.57,44.0,2.96,56.0,0.27,19.0,57.0,0.5,24,13,0,0
Brian Camozzi,74.0,170.0,78.0,Orthodox,677721600.0,3.15,26.0,6.39,54.0,0.0,0.0,0.0,0.7,7,5,0,0
Shane Campbell,72.0,155.0,71.0,Orthodox,538185600.0,3.99,59.0,3.19,55.0,1.36,28.0,82.0,0.0,14,6,0,0
Charlie Campbell,72.0,155.0,72.0,Orthodox,804729600.0,5.55,54.0,3.73,55.0,2.95,40.0,71.0,0.0,9,2,0,0
Wagner Campos,66.0,145.0,,Southpaw,365385600.0,1.54,41.0,2.53,51.0,2.71,100.0,0.0,0.0,12,10,0,0
Will Campuzano,69.0,125.0,70.0,Orthodox,517536000.0,2.43,31.0,3.82,57.0,0.88,45.0,48.0,0.2,14,6,0,0
Aleksa Camur,73.0,205.0,74.0,Orthodox,811987200.0,4.73,57.0,4.26,54.0,0.46,22.0,50.0,0.0,6,3,0,0
Chico Camus,66.0,125.0,66.0,Orthodox,475545600.0,2.58,41.0,2.46,64.0,0.77,40.0,72.0,0.4,17,7,0,1
Carlos Candelario,68.0,125.0,68.0,Southpaw,675993600.0,3.97,46.0,5.17,44.0,2.28,36.0,53.0,0.3,8,3,0,0
Luiz Cane,74.0,185.0,77.0,Southpaw,356918400.0,4.79,41.0,5.0,60.0,0.56,28.0,100.0,0.3,17,7,0,1
Guido Cannetti,66.0,135.0,68.0,Southpaw,314409600.0,3.44,55.0,2.84,51.0,2.27,55.0,64.0,0.4,10,8,0,0
Jared Cannonier,71.0,185.0,77.0,Switch,448243200.0,4.49,50.0,4.39,56.0,0.42,46.0,62.0,0.0,17,8,0,0
Steve Cantwell,74.0,185.0,75.0,Orthodox,534384000.0,3.63,34.0,5.76,55.0,0.65,30.0,80.0,0.7,7,6,0,0
Bryan Caraway,68.0,135.0,68.0,Orthodox,460425600.0,2.53,34.0,3.61,54.0,2.57,25.0,80.0,0.8,21,9,0,0
Chris Cariaso,63.0,125.0,64.0,Southpaw,359769600.0,3.35,43.0,2.23,61.0,1.11,39.0,57.0,0.8,17,8,0,0
Antonio Carlos Junior,74.0,185.0,79.0,Orthodox,637545600.0,1.95,42.0,2.14,52.0,3.42,39.0,53.0,0.8,11,5,0,1
Spike Carlyle,68.0,145.0,71.0,Switch,736646400.0,2.55,54.0,3.85,30.0,3.34,36.0,57.0,0.5,9,3,0,0
Francis Carmont,75.0,205.0,78.0,Orthodox,371606400.0,2.22,42.0,1.64,59.0,1.79,36.0,73.0,0.6,25,12,0,0
Liz Carmouche,66.0,125.0,66.0,Orthodox,445996800.0,2.78,54.0,2.51,61.0,2.57,51.0,65.0,0.3,13,7,0,0
Roan Carneiro,71.0,170.0,76.0,Orthodox,265593600.0,1.46,46.0,1.82,62.0,3.05,42.0,83.0,1.4,21,11,0,0
Ariane Carnelossi,62.0,115.0,61.0,Orthodox,721958400.0,2.87,39.0,4.74,45.0,1.37,55.0,14.0,0.3,15,3,0,0
Luana Carolina,66.0,125.0,69.0,Orthodox,739756800.0,4.81,50.0,3.54,50.0,0.34,37.0,74.0,0.6,11,4,0,0
Clayton Carpenter,66.0,125.0,66.0,Orthodox,834278400.0,3.91,55.0,2.75,55.0,2.23,46.0,42.0,1.5,8,1,0,0
Cain Carrizosa,68.0,155.0,,Orthodox,522374400.0,2.72,42.0,5.8,51.0,0.0,0.0,14.0,0.0,10,3,0,0
Shonie Carter,70.0,170.0,,Southpaw,73699200.0,1.62,36.0,2.32,47.0,0.75,66.0,75.0,0.0,51,31,7,1
Antonio Carvalho,69.0,145.0,70.0,Orthodox,296870400.0,3.03,29.0,3.62,64.0,0.0,0.0,100.0,0.0,15,6,0,0
Shane Carwin,74.0,265.0,80.0,Orthodox,158025600.0,4.38,47.0,3.53,53.0,1.42,33.0,42.0,0.0,12,2,0,0
Johnny Case,70.0,155.0,72.0,Orthodox,614995200.0,3.95,38.0,2.66,61.0,1.7,45.0,72.0,0.2,22,6,0,0
Kevin Casey,71.0,185.0,77.0,Southpaw,361411200.0,2.27,53.0,3.76,46.0,0.79,22.0,27.0,0.4,9,5,2,2
Cortney Casey,67.0,125.0,67.0,Orthodox,547171200.0,4.29,39.0,4.0,55.0,0.39,31.0,39.0,0.5,10,10,0,0
John Castaneda,66.0,135.0,71.0,Switch,693014400.0,4.67,50.0,5.22,54.0,1.79,35.0,71.0,0.1,21,7,0,0
Gil Castillo,69.0,170.0,,Southpaw,-132451200.0,0.6,45.0,2.22,44.0,3.33,45.0,50.0,0.0,8,5,0,0
Danny Castillo,69.0,155.0,71.0,Orthodox,304387200.0,2.57,42.0,1.96,62.0,2.95,38.0,63.0,0.2,17,10,0,0
Nick Catone,72.0,185.0,72.0,Southpaw,368150400.0,2.11,44.0,2.32,63.0,3.71,44.0,83.0,0.5,10,4,0,0
Luke Caudillo,67.0,155.0,,Orthodox,344390400.0,1.97,28.0,5.07,55.0,0.44,20.0,85.0,0.0,17,17,0,0
Jacqueline Cavalcanti,68.0,135.0,70.0,Orthodox,872812800.0,6.02,49.0,3.22,72.0,0.0,0.0,90.0,0.0,8,1,0,0
Magnus Cedenblad,77.0,185.0,79.0,Orthodox,387244800.0,2.38,51.0,3.02,40.0,2.87,64.0,66.0,1.0,14,5,0,0
Yosdenis Cedeno,68.0,155.0,69.0,Orthodox,477014400.0,1.64,29.0,1.6,67.0,0.0,0.0,31.0,0.3,10,6,1,0
Henry Cejudo,64.0,135.0,64.0,Orthodox,539827200.0,3.77,46.0,3.29,60.0,1.99,32.0,75.0,0.2,16,4,0,0
Adam Cella,74.0,170.0,,,488592000.0,1.91,42.0,2.61,51.0,3.92,75.0,50.0,1.3,6,8,0,0
Katlyn Cerminara,69.0,125.0,68.0,Orthodox,599270400.0,4.58,34.0,4.48,62.0,0.31,15.0,50.0,0.3,18,6,0,0
Rafael Cerqueira,75.0,205.0,76.0,Southpaw,637459200.0,1.18,100.0,32.94,22.0,0.0,0.0,0.0,0.0,11,1,0,0
Donald Cerrone,73.0,155.0,73.0,Orthodox,417744000.0,4.41,46.0,4.48,53.0,1.16,33.0,73.0,1.2,36,17,0,2
Luan Chagas,72.0,170.0,75.0,Orthodox,740275200.0,4.16,47.0,3.19,62.0,0.32,12.0,85.0,0.3,15,3,1,0
Edgar Chairez,67.0,125.0,71.0,Orthodox,822700800.0,3.45,45.0,5.21,42.0,0.0,0.0,33.0,1.5,11,6,0,1
Ansar Chalangov,69.0,170.0,,Orthodox,310089600.0,0.68,66.0,1.69,54.0,0.0,0.0,0.0,7.6,14,5,0,0
Alex Chambers,63.0,115.0,63.0,Southpaw,278121600.0,2.97,54.0,5.1,50.0,2.31,41.0,53.0,1.0,5,5,0,0
Michael Chandler,68.0,155.0,71.0,Orthodox,514684800.0,4.49,50.0,4.3,43.0,1.59,37.0,63.0,0.6,23,9,0,0
Chelsea Chandler,68.0,135.0,68.0,Southpaw,659318400.0,3.53,45.0,4.06,41.0,0.91,60.0,33.0,0.0,6,3,0,0
Morgan Charriere,68.0,145.0,69.0,Orthodox,814665600.0,3.87,51.0,3.74,57.0,2.47,57.0,83.0,0.6,20,10,1,0
Ernest Chavez,68.0,145.0,70.0,Orthodox,425520000.0,2.79,40.0,3.89,59.0,0.89,33.0,50.0,0.0,10,2,0,0
Danny Chavez,68.0,145.0,67.0,Orthodox,542678400.0,2.86,38.0,3.83,50.0,1.95,60.0,87.0,0.0,11,5,1,0
Albert Cheng,71.0,170.0,,Orthodox,476582400.0,1.0,41.0,2.6,71.0,0.0,0.0,0.0,0.0,7,4,0,0
Fabio Cherant,73.0,205.0,74.0,Southpaw,785721600.0,1.35,40.0,4.89,38.0,0.0,0.0,0.0,0.0,7,4,0,0
Macy Chiasson,71.0,135.0,72.0,Orthodox,680572800.0,3.77,46.0,2.79,44.0,2.37,38.0,70.0,0.4,11,3,0,0
Michael Chiesa,73.0,170.0,75.0,Southpaw,565833600.0,1.81,39.0,1.66,54.0,3.3,48.0,61.0,1.1,20,7,0,0
Giga Chikadze,72.0,145.0,74.0,Orthodox,588470400.0,3.92,42.0,3.5,61.0,0.21,33.0,70.0,0.2,15,4,0,0
Khamzat Chimaev,74.0,185.0,75.0,Orthodox,767750400.0,5.36,58.0,3.25,41.0,4.31,46.0,100.0,2.8,14,0,0,0
Sako Chivitchian,71.0,155.0,,Orthodox,447811200.0,2.4,27.0,4.8,46.0,0.0,0.0,100.0,0.0,8,1,0,0
Dooho Choi,70.0,145.0,70.0,Orthodox,671241600.0,4.67,56.0,4.02,56.0,1.43,53.0,47.0,0.6,16,4,1,0
SeungWoo Choi,72.0,145.0,74.0,Orthodox,720748800.0,3.51,39.0,3.12,47.0,0.86,54.0,70.0,0.0,11,7,0,0
SeungGuk Choi,66.0,125.0,64.0,Orthodox,851558400.0,2.69,42.0,2.69,65.0,1.02,27.0,74.0,0.0,7,3,0,0
DongHun Choi,65.0,125.0,66.0,Switch,915235200.0,4.54,66.0,3.13,58.0,0.46,14.0,81.0,0.0,9,0,0,0
John Cholish,71.0,155.0,74.0,Orthodox,440467200.0,2.65,49.0,2.29,73.0,1.82,31.0,78.0,0.4,8,3,0,0
Ryo Chonan,69.0,170.0,70.0,Orthodox,213580800.0,2.57,43.0,2.25,60.0,0.61,41.0,39.0,0.3,22,13,0,0
Will Chope,76.0,145.0,,Switch,652752000.0,4.43,27.0,9.93,46.0,0.0,0.0,0.0,0.0,34,13,0,0
